,text,favourite_count,retweet_count,created_at
643,RT @GenioBs: Mi foto es un reto de tres días pero como que me pasé #fotoshop #causajustaporelaborto #milenials #vox #cacao @LanaRhofakerol…,0,1,2021-11-20 22:25:43+00:00
644,@CConstitucional No toda declaración de objeción de conciencia es legal. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 22:25:04+00:00
645,@CConstitucional La libertad de las mujeres pasa por la eliminación del delito de aborto. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 22:23:51+00:00
646,@CConstitucional El modelo de causales es insuficiente para garantizar el derecho a la IVE. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 22:15:11+00:00
647,@CConstitucional El establecimiento de causales o excepciones es arbitrario y menoscaba el goce pleno de los derechos de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 22:13:53+00:00
648,@CConstitucional Debido a regulaciones y requisitos acceder a un aborto legal es ara muchas mujeres una versión civil de castigo. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 22:11:13+00:00
649,Mi foto es un reto de tres días pero como que me pasé #fotoshop #causajustaporelaborto #milenials #vox #cacao @LanaRhofakerol @Super_RayoBS #queseyo https://t.co/LcmS5JCt9R,2,1,2021-11-20 22:10:35+00:00
650,@CConstitucional En colombia el 67% de los embarazos no son planeados. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 22:03:51+00:00
651,"@CConstitucional Incumplir las normas sobre aborto puede generar faltas civíles, administrativas, o penales. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-20 22:00:56+00:00
652,"¿Qué pasó con la #CausaJustaPorElAborto en #Colombia 🇨🇴? El debate de fondo sobre la despenalización del aborto en la @CConstitucional quedó suspendido hasta resolver el impedimento que presentó el magistrado Alejandro Linares. ¡Entérate! 👇🏾

 https://t.co/3sSseft8KE",0,0,2021-11-20 22:00:01+00:00
653,@CConstitucional La mujer es un ser humano plenamente digno y no un instrumento de reproducción de la especie humana. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 21:56:29+00:00
654,@CConstitucional El establecimiento de causales o excepciones es arbitrario y menoscaba el goce pleno de los derechos de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 21:55:52+00:00
655,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 21:54:29+00:00
656,@CConstitucional La laicidad del Estado es una condición para evitar interferencias sobre la libertad de las personas y en especial de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 21:53:51+00:00
657,@CConstitucional La penalización parcial produce y reproduce la desigualdad. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 21:50:03+00:00
658,@CConstitucional El reconocimiento de la autonomía de las mujeres es un prerequisito para la construcción de paz. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 21:48:52+00:00
659,@CConstitucional La persistencia del delito de aborto opera como una de las más perniciosas barreras. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 21:41:04+00:00
660,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 21:40:23+00:00
661,@CConstitucional La libertad de las mujeres pasa por la eliminación del delito de aborto. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 21:35:04+00:00
662,@CConstitucional Las mujeres son las cuidadores principales en la sociedad: deberían poder decidir sobre su maternidad. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 21:33:47+00:00
663,"@CConstitucional La ausencia de inspección, vigilancia y control en materia de IVE es flagrante. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-20 21:31:00+00:00
664,@CConstitucional La penalización del aborto constituye una injerencia en la vida privada de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 21:26:08+00:00
665,@CConstitucional El modelo de causales favorece la exigencia de requisitos no legales. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 21:25:11+00:00
666,@CConstitucional Canadá y la eliminación del delito de aborto del código penal; un ejemplo a seguir. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 21:23:50+00:00
667,RT @RostroColectivo: @CConstitucional El delito de aborto no sólo no elimina su práctica sino que acarrea enormes consecuencias y produce d…,0,1,2021-11-20 21:21:53+00:00
668,@CConstitucional La laicidad del Estado es una condición para evitar interferencias sobre la libertad de las personas y en especial de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 21:20:59+00:00
669,"@CConstitucional El delito de aborto es improcedente, ineficaz, innecesario y violatorio de la moral privada. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-20 21:20:56+00:00
670,@CConstitucional El delito de aborto no sólo no elimina su práctica sino que acarrea enormes consecuencias y produce daño. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,1,1,2021-11-20 21:15:10+00:00
671,@CConstitucional El delito de aborto no sólo no elimina su práctica sino que acarrea enormes consecuencias y produce daño. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 21:13:58+00:00
672,@CConstitucional Desde 2006 los grupos conservadores han buscado retroceder los marcos normativos que protegen el derecho al aborto en Colombia. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 21:13:51+00:00
673,RT @__feminasty: @CConstitucional El factor de interpretación de las causales del aborto legal es problemático. Tenemos más de #90Argumento…,0,1,2021-11-20 21:07:02+00:00
674,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 21:06:53+00:00
675,@CConstitucional El factor de interpretación de las causales del aborto legal es problemático. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,1,1,2021-11-20 21:01:07+00:00
676,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 21:00:16+00:00
677,"@CConstitucional La jurisprudencia sobre aborto en el país reafirma la utonomia de las mujeres, protege su derecho a la vida y es garantista del derecho del aborto. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",1,0,2021-11-20 20:55:54+00:00
678,@CConstitucional Cuando el aborto se practica en condiciones de seguridad y aportunidad las mujeres gozan de una vida más saludable. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 20:55:18+00:00
679,@CConstitucional El factor de interpretación de las causales del aborto legal es problemático. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 20:54:06+00:00
680,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 20:52:10+00:00
681,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 20:49:57+00:00
682,RT @__feminasty: @CConstitucional La interpretación restrictiva de una causal puede hacer que un aborto legal se transforme en delito. Tene…,0,1,2021-11-20 20:46:29+00:00
683,@CConstitucional La interpretación restrictiva de una causal puede hacer que un aborto legal se transforme en delito. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,1,2021-11-20 20:46:01+00:00
684,@CConstitucional Las normas restrictivas sobre aborto expresan en esencia una desvalorización del proyecto de vida de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 20:45:02+00:00
685,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 20:44:46+00:00
686,"@CConstitucional A los fines de la pena, el aborto no debería ser un delito. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-20 20:43:49+00:00
687,@CConstitucional Asegurar la justicia supone reconocer el valor de la vida de todas las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 20:40:01+00:00
688,"@CConstitucional El sector justicia, en lugar de proteger, vulnera el derecho a la IVE de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-20 20:38:45+00:00
689,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 20:36:04+00:00
690,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 20:34:18+00:00
691,"@CConstitucional La objeción de conciencia impacta negativamente no sólo el acceso de las mujeres a la IVE, sino al propio sistema de sald ocasionando daños a terceros. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-20 20:30:57+00:00
692,@CConstitucional La mala implementación del aborto legal en Colombia ha profundizado las desigualdades. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 20:24:59+00:00
693,"@CConstitucional La ausencia de inspección, vigilancia y control en materia de IVE es flagrante. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-20 20:23:46+00:00
694,@CConstitucional El modelo de causales o indicacione refuerza el carácter de excepcionalidad que tiene el delito de aborto. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 20:13:49+00:00
695,@CConstitucional La muejer es la única que debería determinar cuánto riesgo está dispuesta a correr. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 20:11:00+00:00
696,@CConstitucional El modelo de causales a veces es usado para judicializar a las mujeres por el delito de aborto. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 20:03:48+00:00
697,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 20:01:08+00:00
698,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 19:56:23+00:00
699,@CConstitucional Después de la despenalización del aborto en el país no prosperó en el congreso ningún proyecto contrario al derecho al aborto o que implicara retroceso en esta materia. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 19:56:17+00:00
700,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 19:55:46+00:00
701,@CConstitucional Si el test de proporcionalidad se hubiera aplicado adecuadament en Colombia no existiría delito de Aborto. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 19:54:56+00:00
702,@CConstitucional La práctica del aborto es fuente de atribuciones negativas hacia los prestadores y las mujeres que lo realizan. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 19:53:41+00:00
703,@CConstitucional Las prohibiciones en materia de aborto refuerzan las prácticas contrarias al aborto legal y seguro. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 19:45:13+00:00
704,@CConstitucional Las prohibiciones en materia de aborto refuerzan las prácticas contrarias al aborto legal y seguro. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 19:43:48+00:00
705,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 19:43:28+00:00
706,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 19:41:29+00:00
707,@CConstitucional Ejercer la obejeción de conciencia tiene límites e implica obligaciones claras por parte de los profesionales de la salud. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 19:40:53+00:00
708,@CConstitucional La sobre regulación en materia de aborto no funciona en la práctica. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 19:35:06+00:00
709,"@CConstitucional El acceso al aborto de niñas, adolescentes y mujere en condicion de discapacidad debe garantizarse en dorma segura. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-20 19:33:49+00:00
710,"Miedo???... Miedo la gente que compara el aborto con el feminicidio 💀

#CorteAbortoSi #causajustaporelaborto #CorteVoteSi #causajustaporelaborto #AbortoEs #Feminismo",1,0,2021-11-20 19:33:34+00:00
711,@CConstitucional Tanto el modelo de causales como el de plazos son restrictivos. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 19:30:01+00:00
712,@CConstitucional El delito de aborto no sólo no elimina su práctica sino que acarrea enormes consecuencias y produce daño. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,1,0,2021-11-20 19:26:05+00:00
713,@CConstitucional Los costos del aborto legal en Colombia son altos a causa de la mala práxis. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 19:23:40+00:00
714,"@CConstitucional La garantía de los derechos y en especial del respeto a la vida privada, se beneficia de leyes no restrictivas. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-20 19:20:39+00:00
715,"@CConstitucional La ausencia de inspección, vigilancia y control en materia de IVE es flagrante. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-20 19:14:51+00:00
716,@CConstitucional ;Mediante comportamientos individuales los prestadores de salud impiden a las mujeres acceder a la IVE. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 19:13:41+00:00
717,@CConstitucional La opinión mayoritaria de la población colombiana apoya la autonomía de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 19:10:40+00:00
718,RT @mesaporlavida: @CConstitucional La práctica del aborto es fuente de atribuciones negativas hacia los prestadores y las mujeres que lo r…,0,1,2021-11-20 19:05:43+00:00
719,@CConstitucional La negacion de servicios de IVE: una constante contraria a los estándares establecidos por la corte constitucional. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 19:05:00+00:00
720,@CConstitucional Los medios escritos en Colombia han posicionado en la opinión pública el apoyo a la IVE y el respeto a la autonomía de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 19:00:53+00:00
721,@CConstitucional El modelo de causales favorece la exigencia de requisitos no legales. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,1,0,2021-11-20 18:56:07+00:00
722,@CConstitucional La práctica del aborto es fuente de atribuciones negativas hacia los prestadores y las mujeres que lo realizan. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,2,1,2021-11-20 18:55:57+00:00
723,@CConstitucional El reconocimiento de la autonomía de las mujeres es un prerequisito para la construcción de paz. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 18:55:16+00:00
724,@CConstitucional El subregistro del aborto es una constante que refleja la marginalidad del tema. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 18:54:01+00:00
725,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 18:53:04+00:00
726,"@CConstitucional La objeción de conciencia impacta negativamente no sólo el acceso de las mujeres a la IVE, sino al propio sistema de sald ocasionando daños a terceros. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-20 18:45:16+00:00
727,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 18:44:29+00:00
728,@CConstitucional La penalización obstaculiza el acceso a la información y el acceso pleno de las mujeres a su ciudadania. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 18:44:05+00:00
729,@CConstitucional La práctica del aborto en Colombia está limitada por las barreras para el acceso. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 18:40:58+00:00
730,@CConstitucional La práctica del aborto en Colombia está limitada por las barreras para el acceso. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 18:35:14+00:00
731,"@CConstitucional Las políticas de aborto que penalizan a las mujeres están informadas por el menor valor que asignan a sus vidas y, a la vez, por el mayor que se otorga a la vida biológica. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-20 18:33:58+00:00
732,@CConstitucional Los sistemas jurídicos que establecen o excepciones para el aborto lo hacen de forma arbitraria y discrecional. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 18:30:59+00:00
733,"@CConstitucional La ausencia de inspección, vigilancia y control en materia de IVE es flagrante. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",1,0,2021-11-20 18:26:19+00:00
734,@CConstitucional La opinión mayoritaria de la población colombiana apoya la autonomía de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 18:25:15+00:00
735,@CConstitucional Las normas restrictivas sobre aborto expresan en esencia una desvalorización del proyecto de vida de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 18:24:01+00:00
736,"RT @jennyjarapulga: El aborto es un derecho, la maternidad obligada no.
La maternidad será deseada o no será. 
#CorteAbortoSí #CausaJustaPo…",0,192,2021-11-20 18:23:18+00:00
737,@CConstitucional Las mujeres son las cuidadores principales en la sociedad: deberían poder decidir sobre su maternidad. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,1,0,2021-11-20 18:21:25+00:00
738,"RT @LauraGut20: Seguimos en lucha por nuestros derechos ✊🏻 💚
#CausaJustaPorElAborto https://t.co/EIrVXEqjsn",0,1,2021-11-20 18:15:43+00:00
739,@CConstitucional Por desconocimiento del marco legal sobre IVE muchos profesionales del sector salud terminan impidiendo el acceso a los servicios. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 18:15:32+00:00
740,@CConstitucional Cuando el aborto está penalizado se producen complicaciones evitables que generan costos a las personas y al sistema de salud. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 18:11:11+00:00
741,@CConstitucional El uso del derecho penal para dirimir sobre el aborto es un mecanismo de control sobre los cuerpos de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 18:05:15+00:00
742,@CConstitucional Las fallas administrativas en los servicios de salud impiden a las mujeres acceder a la IVE. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 18:04:03+00:00
743,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 18:02:59+00:00
744,@CConstitucional La distribución de los servicios de aborto en Colombia es profundamente inequitativa. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 18:01:33+00:00
745,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 17:57:37+00:00
746,@CConstitucional La interpretación restrictiva de una causal puede hacer que un aborto legal se transforme en delito. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,1,0,2021-11-20 17:56:06+00:00
747,@CConstitucional El factor de interpretación de las causales del aborto legal es problemático. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 17:55:28+00:00
748,@CConstitucional La libertad de las mujeres pasa por la eliminación del delito de aborto. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 17:51:13+00:00
749,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 17:50:02+00:00
750,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 17:46:47+00:00
751,"@CConstitucional Incumplir las normas sobre aborto puede generar faltas civíles, administrativas, o penales. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-20 17:45:26+00:00
752,@CConstitucional El modelo de causales favorece la exigencia de requisitos no legales. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 17:44:12+00:00
753,@CConstitucional En colombia el 67% de los embarazos no son planeados. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 17:35:26+00:00
754,@CConstitucional Los triunfos de los grupos antiderechos han sido pocos en los últimos años. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 17:34:13+00:00
755,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 17:33:03+00:00
756,@CConstitucional ;Mediante comportamientos individuales los prestadores de salud impiden a las mujeres acceder a la IVE. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 17:31:18+00:00
757,@CConstitucional El marco de políticas públicas en materia de IVE protege a las mujeres en el ejercicio de este derecho. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 17:31:16+00:00
758,@CConstitucional La negacion de servicios de IVE: una constante contraria a los estándares establecidos por la corte constitucional. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 17:30:20+00:00
759,"@CConstitucional El sector justicia, en lugar de proteger, vulnera el derecho a la IVE de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-20 17:26:46+00:00
760,@CConstitucional La práctica del aborto es fuente de atribuciones negativas hacia los prestadores y las mujeres que lo realizan. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 17:25:26+00:00
761,@CConstitucional El marco de políticas públicas en materia de IVE protege a las mujeres en el ejercicio de este derecho. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 17:24:13+00:00
762,"@CConstitucional El sector justicia, en lugar de proteger, vulnera el derecho a la IVE de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-20 17:20:56+00:00
763,RT @agualaboca: A muchas personas no nos cambiaría vida la eliminación del delito de aborto del Código Penal. ¿Saben a quién sí se las camb…,0,25,2021-11-20 17:16:28+00:00
764,@CConstitucional La mujer es un ser humano plenamente digno y no un instrumento de reproducción de la especie humana. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 17:16:14+00:00
765,"Seguimos en lucha por nuestros derechos ✊🏻 💚
#CausaJustaPorElAborto https://t.co/EIrVXEqjsn",24,1,2021-11-20 17:11:40+00:00
766,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 17:10:27+00:00
767,@CConstitucional Desde 2006 los grupos conservadores han buscado retroceder los marcos normativos que protegen el derecho al aborto en Colombia. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 17:10:20+00:00
768,"@CConstitucional Las normas sobre aborto se nutren del derecho y sus disposiciones legales, tanto como de la moral. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-20 17:09:04+00:00
769,@CConstitucional Los avances en materia de acceso al aborto son incipientes pero sólidos. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 17:06:52+00:00
770,@CConstitucional Asegurar la justicia supone reconocer el valor de la vida de todas las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 17:03:33+00:00
771,@CConstitucional Las barreras de acceso al aborto son ilegales: Contrarían la jurisprudencia y normatividad actuales. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 16:59:27+00:00
772,@CConstitucional La negacion de servicios de IVE: una constante contraria a los estándares establecidos por la corte constitucional. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 16:52:02+00:00
773,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 16:51:29+00:00
774,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 16:50:39+00:00
775,"RT @agualaboca: 🧵👀Ayer vencía el plazo para que la @CConstitucional tomara una decisión sobre la demanda del movimiento @causajustaco, que…",0,53,2021-11-20 16:46:43+00:00
776,@CConstitucional El modelo de causales a veces es usado para judicializar a las mujeres por el delito de aborto. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-20 16:45:46+00:00
